OrderID,ProductName,BOMLineNo,PartName,MaterialSpec,Qty,Unit,Notes
33,Textile Squeeze Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
34,Flexo Printing Roller,1,Roller Core (Shaft),Alloy Steel (Flexo),110,piece,Inner diameter ~ 28.0mm; length ~ 661.0mm
34,Flexo Printing Roller,2,Flexo Rubber Compound,Hardness ~ 44 Shore A,7.82,kg,Ring volume calculation for rubber cover
34,Flexo Printing Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,6050.0,ml,Estimated usage scaled by quantity
34,Flexo Printing Roller,4,End Caps (if applicable),Steel or Aluminum,220,pieces,2 end caps per roller
34,Flexo Printing Roller,5,Bearings,Ball/Tapered Roller Bearing,220,pieces,2 bearings per roller
34,Flexo Printing Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
34,Flexo Printing Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
35,PCB Lamination Roller,1,Roller Core (Shaft),Stainless Steel (PCB Grade),49,piece,Inner diameter ~ 26.0mm; length ~ 461.0mm
35,PCB Lamination Roller,2,PCB Lamination Compound,Hardness ~ 53 Shore A,16.35,kg,Ring volume calculation for rubber cover
35,PCB Lamination Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,2940.0,ml,Estimated usage scaled by quantity
35,PCB Lamination Roller,4,End Caps (if applicable),Steel or Aluminum,98,pieces,2 end caps per roller
35,PCB Lamination Roller,5,Bearings,Ball/Tapered Roller Bearing,98,pieces,2 bearings per roller
35,PCB Lamination Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
35,PCB Lamination Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
36,NBR Rubber Roller,1,Roller Core (Shaft),Steel (NBR),143,piece,Inner diameter ~ 28.0mm; length ~ 625.0mm
36,NBR Rubber Roller,2,NBR Rubber Compound,Hardness ~ 43 Shore A,54.67,kg,Ring volume calculation for rubber cover
36,NBR Rubber Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,7150.0,ml,Estimated usage scaled by quantity
36,NBR Rubber Roller,4,End Caps (if applicable),Steel or Aluminum,286,pieces,2 end caps per roller
36,NBR Rubber Roller,5,Bearings,Ball/Tapered Roller Bearing,286,pieces,2 bearings per roller
36,NBR Rubber Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
36,NBR Rubber Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
37,Anti-Static Silicone Roller,1,Roller Core (Shaft),Stainless Steel (Anti-Static),123,piece,Inner diameter ~ 22.0mm; length ~ 650.0mm
37,Anti-Static Silicone Roller,2,Anti-Static Silicone Cover,Hardness ~ 46 Shore A,101.6,kg,Ring volume calculation for rubber cover
37,Anti-Static Silicone Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,5535.0,ml,Estimated usage scaled by quantity
37,Anti-Static Silicone Roller,4,End Caps (if applicable),Steel or Aluminum,246,pieces,2 end caps per roller
37,Anti-Static Silicone Roller,5,Bearings,Ball/Tapered Roller Bearing,246,pieces,2 bearings per roller
37,Anti-Static Silicone Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
37,Anti-Static Silicone Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
38,NBR Rubber Roller,1,Roller Core (Shaft),Steel (NBR),38,piece,Inner diameter ~ 25.0mm; length ~ 686.0mm
38,NBR Rubber Roller,2,NBR Rubber Compound,Hardness ~ 37 Shore A,8.12,kg,Ring volume calculation for rubber cover
38,NBR Rubber Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,1900.0,ml,Estimated usage scaled by quantity
38,NBR Rubber Roller,4,End Caps (if applicable),Steel or Aluminum,76,pieces,2 end caps per roller
38,NBR Rubber Roller,5,Bearings,Ball/Tapered Roller Bearing,76,pieces,2 bearings per roller
38,NBR Rubber Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
38,NBR Rubber Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
39,Glass Polishing Roller,1,Roller Core (Shaft),Stainless Steel (Glass Pol.),143,piece,Inner diameter ~ 21.0mm; length ~ 526.0mm
39,Glass Polishing Roller,2,Glass Polishing Rubber,Hardness ~ 28 Shore A,20.42,kg,Ring volume calculation for rubber cover
39,Glass Polishing Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,7865.0,ml,Estimated usage scaled by quantity
39,Glass Polishing Roller,4,End Caps (if applicable),Steel or Aluminum,286,pieces,2 end caps per roller
39,Glass Polishing Roller,5,Bearings,Ball/Tapered Roller Bearing,286,pieces,2 bearings per roller
39,Glass Polishing Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
39,Glass Polishing Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
40,High-Viscosity Cleaning Roller,1,Roller Core (Shaft),Aluminum Core,40,piece,Inner diameter ~ 27.0mm; length ~ 514.0mm
40,High-Viscosity Cleaning Roller,2,High-Viscosity Compound,Hardness ~ 17 Shore A,10.07,kg,Ring volume calculation for rubber cover
40,High-Viscosity Cleaning Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,2600.0,ml,Estimated usage scaled by quantity
40,High-Viscosity Cleaning Roller,4,End Caps (if applicable),Steel or Aluminum,80,pieces,2 end caps per roller
40,High-Viscosity Cleaning Roller,5,Bearings,Ball/Tapered Roller Bearing,80,pieces,2 bearings per roller
40,High-Viscosity Cleaning Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
40,High-Viscosity Cleaning Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
41,Conveyor Silicone Belt,1,Roller Core (Shaft),Steel Reinforced Belt,94,piece,Inner diameter ~ 32.0mm; length ~ 651.0mm
41,Conveyor Silicone Belt,2,Conveyor Silicone Belt,Hardness ~ 50 Shore A,118.09,kg,Ring volume calculation for rubber cover
41,Conveyor Silicone Belt,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,2820.0,ml,Estimated usage scaled by quantity
41,Conveyor Silicone Belt,4,End Caps (if applicable),Steel or Aluminum,188,pieces,2 end caps per roller
41,Conveyor Silicone Belt,5,Bearings,Ball/Tapered Roller Bearing,188,pieces,2 bearings per roller
41,Conveyor Silicone Belt,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
41,Conveyor Silicone Belt,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
42,Arc Surface Laminating Roller,1,Roller Core (Shaft),Steel (Arc Lamination),190,piece,Inner diameter ~ 24.0mm; length ~ 553.0mm
42,Arc Surface Laminating Roller,2,Arc Lamination Rubber,Hardness ~ 43 Shore A,55.04,kg,Ring volume calculation for rubber cover
42,Arc Surface Laminating Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,11400.0,ml,Estimated usage scaled by quantity
42,Arc Surface Laminating Roller,4,End Caps (if applicable),Steel or Aluminum,380,pieces,2 end caps per roller
42,Arc Surface Laminating Roller,5,Bearings,Ball/Tapered Roller Bearing,380,pieces,2 bearings per roller
42,Arc Surface Laminating Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
42,Arc Surface Laminating Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
43,Flexo Printing Roller,1,Roller Core (Shaft),Alloy Steel (Flexo),111,piece,Inner diameter ~ 27.0mm; length ~ 737.0mm
43,Flexo Printing Roller,2,Flexo Rubber Compound,Hardness ~ 48 Shore A,72.18,kg,Ring volume calculation for rubber cover
43,Flexo Printing Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,6105.0,ml,Estimated usage scaled by quantity
43,Flexo Printing Roller,4,End Caps (if applicable),Steel or Aluminum,222,pieces,2 end caps per roller
43,Flexo Printing Roller,5,Bearings,Ball/Tapered Roller Bearing,222,pieces,2 bearings per roller
43,Flexo Printing Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
43,Flexo Printing Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
44,Glass Polishing Roller,1,Roller Core (Shaft),Stainless Steel (Glass Pol.),170,piece,Inner diameter ~ 24.0mm; length ~ 412.0mm
44,Glass Polishing Roller,2,Glass Polishing Rubber,Hardness ~ 35 Shore A,38.29,kg,Ring volume calculation for rubber cover
44,Glass Polishing Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,9350.0,ml,Estimated usage scaled by quantity
44,Glass Polishing Roller,4,End Caps (if applicable),Steel or Aluminum,340,pieces,2 end caps per roller
44,Glass Polishing Roller,5,Bearings,Ball/Tapered Roller Bearing,340,pieces,2 bearings per roller
44,Glass Polishing Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
44,Glass Polishing Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
45,Flexo Printing Roller,1,Roller Core (Shaft),Alloy Steel (Flexo),5,piece,Inner diameter ~ 22.0mm; length ~ 574.0mm
45,Flexo Printing Roller,2,Flexo Rubber Compound,Hardness ~ 35 Shore A,3.18,kg,Ring volume calculation for rubber cover
45,Flexo Printing Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,275.0,ml,Estimated usage scaled by quantity
45,Flexo Printing Roller,4,End Caps (if applicable),Steel or Aluminum,10,pieces,2 end caps per roller
45,Flexo Printing Roller,5,Bearings,Ball/Tapered Roller Bearing,10,pieces,2 bearings per roller
45,Flexo Printing Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
45,Flexo Printing Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
46,Food-Grade Silicone Roller,1,Roller Core (Shaft),Stainless Steel (Food Grade),45,piece,Inner diameter ~ 21.0mm; length ~ 534.0mm
46,Food-Grade Silicone Roller,2,Food-Grade Silicone Cover,Hardness ~ 44 Shore A,24.57,kg,Ring volume calculation for rubber cover
46,Food-Grade Silicone Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,2025.0,ml,Estimated usage scaled by quantity
46,Food-Grade Silicone Roller,4,End Caps (if applicable),Steel or Aluminum,90,pieces,2 end caps per roller
46,Food-Grade Silicone Roller,5,Bearings,Ball/Tapered Roller Bearing,90,pieces,2 bearings per roller
46,Food-Grade Silicone Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
46,Food-Grade Silicone Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
47,Textile Squeeze Roller,1,Roller Core (Shaft),Steel (Textile Grade),106,piece,Inner diameter ~ 18.0mm; length ~ 504.0mm
47,Textile Squeeze Roller,2,Textile Rubber Compound,Hardness ~ 45 Shore A,36.91,kg,Ring volume calculation for rubber cover
47,Textile Squeeze Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,5830.0,ml,Estimated usage scaled by quantity
47,Textile Squeeze Roller,4,End Caps (if applicable),Steel or Aluminum,212,pieces,2 end caps per roller
47,Textile Squeeze Roller,5,Bearings,Ball/Tapered Roller Bearing,212,pieces,2 bearings per roller
47,Textile Squeeze Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
47,Textile Squeeze Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
48,Offset Printing Rubber Roller,1,Roller Core (Shaft),Alloy Steel (Offset Printing),5,piece,Inner diameter ~ 23.0mm; length ~ 675.0mm
48,Offset Printing Rubber Roller,2,Printing Rubber Compound,Hardness ~ 40 Shore A,2.56,kg,Ring volume calculation for rubber cover
48,Offset Printing Rubber Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,250.0,ml,Estimated usage scaled by quantity
48,Offset Printing Rubber Roller,4,End Caps (if applicable),Steel or Aluminum,10,pieces,2 end caps per roller
48,Offset Printing Rubber Roller,5,Bearings,Ball/Tapered Roller Bearing,10,pieces,2 bearings per roller
48,Offset Printing Rubber Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
48,Offset Printing Rubber Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
49,Custom Rubber Roller,1,Roller Core (Shaft),Generic Steel (Custom),27,piece,Inner diameter ~ 34.0mm; length ~ 845.0mm
49,Custom Rubber Roller,2,Custom Rubber Compound,Hardness ~ 41 Shore A,20.64,kg,Ring volume calculation for rubber cover
49,Custom Rubber Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,1350.0,ml,Estimated usage scaled by quantity
49,Custom Rubber Roller,4,End Caps (if applicable),Steel or Aluminum,54,pieces,2 end caps per roller
49,Custom Rubber Roller,5,Bearings,Ball/Tapered Roller Bearing,54,pieces,2 bearings per roller
49,Custom Rubber Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
49,Custom Rubber Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
50,Steel Coil Tension Roller,1,Roller Core (Shaft),Carbon Steel (Heavy-Duty),90,piece,Inner diameter ~ 29.0mm; length ~ 402.0mm
50,Steel Coil Tension Roller,2,High-Tension PU Cover,Hardness ~ 85 Shore A,18.75,kg,Ring volume calculation for rubber cover
50,Steel Coil Tension Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,6300.0,ml,Estimated usage scaled by quantity
50,Steel Coil Tension Roller,4,End Caps (if applicable),Steel or Aluminum,180,pieces,2 end caps per roller
50,Steel Coil Tension Roller,5,Bearings,Ball/Tapered Roller Bearing,180,pieces,2 bearings per roller
50,Steel Coil Tension Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
50,Steel Coil Tension Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
51,PCB Lamination Roller,1,Roller Core (Shaft),Stainless Steel (PCB Grade),102,piece,Inner diameter ~ 22.0mm; length ~ 485.0mm
51,PCB Lamination Roller,2,PCB Lamination Compound,Hardness ~ 51 Shore A,52.03,kg,Ring volume calculation for rubber cover
51,PCB Lamination Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,6120.0,ml,Estimated usage scaled by quantity
51,PCB Lamination Roller,4,End Caps (if applicable),Steel or Aluminum,204,pieces,2 end caps per roller
51,PCB Lamination Roller,5,Bearings,Ball/Tapered Roller Bearing,204,pieces,2 bearings per roller
51,PCB Lamination Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
51,PCB Lamination Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
52,Textile Squeeze Roller,1,Roller Core (Shaft),Steel (Textile Grade),18,piece,Inner diameter ~ 23.0mm; length ~ 471.0mm
52,Textile Squeeze Roller,2,Textile Rubber Compound,Hardness ~ 41 Shore A,5.33,kg,Ring volume calculation for rubber cover
52,Textile Squeeze Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,990.0,ml,Estimated usage scaled by quantity
52,Textile Squeeze Roller,4,End Caps (if applicable),Steel or Aluminum,36,pieces,2 end caps per roller
52,Textile Squeeze Roller,5,Bearings,Ball/Tapered Roller Bearing,36,pieces,2 bearings per roller
52,Textile Squeeze Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
52,Textile Squeeze Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
53,Anti-Static Silicone Roller,1,Roller Core (Shaft),Stainless Steel (Anti-Static),7,piece,Inner diameter ~ 30.0mm; length ~ 576.0mm
53,Anti-Static Silicone Roller,2,Anti-Static Silicone Cover,Hardness ~ 40 Shore A,2.33,kg,Ring volume calculation for rubber cover
53,Anti-Static Silicone Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,315.0,ml,Estimated usage scaled by quantity
53,Anti-Static Silicone Roller,4,End Caps (if applicable),Steel or Aluminum,14,pieces,2 end caps per roller
53,Anti-Static Silicone Roller,5,Bearings,Ball/Tapered Roller Bearing,14,pieces,2 bearings per roller
53,Anti-Static Silicone Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
53,Anti-Static Silicone Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
54,Woodworking Infeed Roller,1,Roller Core (Shaft),Carbon Steel (Woodworking Grade),5,piece,Inner diameter ~ 25.0mm; length ~ 684.0mm
54,Woodworking Infeed Roller,2,Rubber Compound (Cover),Hardness ~ 42 Shore A,1.93,kg,Ring volume calculation for rubber cover
54,Woodworking Infeed Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,300.0,ml,Estimated usage scaled by quantity
54,Woodworking Infeed Roller,4,End Caps (if applicable),Steel or Aluminum,10,pieces,2 end caps per roller
54,Woodworking Infeed Roller,5,Bearings,Ball/Tapered Roller Bearing,10,pieces,2 bearings per roller
54,Woodworking Infeed Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
54,Woodworking Infeed Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
55,Textile Squeeze Roller,1,Roller Core (Shaft),Steel (Textile Grade),123,piece,Inner diameter ~ 20.0mm; length ~ 560.0mm
55,Textile Squeeze Roller,2,Textile Rubber Compound,Hardness ~ 43 Shore A,34.9,kg,Ring volume calculation for rubber cover
55,Textile Squeeze Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,6765.0,ml,Estimated usage scaled by quantity
55,Textile Squeeze Roller,4,End Caps (if applicable),Steel or Aluminum,246,pieces,2 end caps per roller
55,Textile Squeeze Roller,5,Bearings,Ball/Tapered Roller Bearing,246,pieces,2 bearings per roller
55,Textile Squeeze Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
55,Textile Squeeze Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
56,PCB Lamination Roller,1,Roller Core (Shaft),Stainless Steel (PCB Grade),198,piece,Inner diameter ~ 32.0mm; length ~ 609.0mm
56,PCB Lamination Roller,2,PCB Lamination Compound,Hardness ~ 63 Shore A,74.67,kg,Ring volume calculation for rubber cover
56,PCB Lamination Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,11880.0,ml,Estimated usage scaled by quantity
